🎎	dolls	japanese, toy, kimono
🎐	wind_chime	nature, ding, spring, bell
🎌	crossed_flags	japanese, nation, country, border
🏮	izakaya_lantern	light, paper, halloween, spooky
✉️	email	letter, postal, inbox, communication
📩	envelope_with_arrow	email, communication
📨	incoming_envelope	email, inbox
📧	e-mail	communication, inbox
💌	love_letter	email, like, affection, envelope, valentines
📮	postbox	email, letter, envelope
📪	mailbox_closed	email, communication, inbox
📫	mailbox	email, inbox, communication
📬	mailbox_with_mail	email, inbox, communication
📭	mailbox_with_no_mail	email, inbox
📦	package	mail, gift, cardboard, box, moving
📯	postal_horn	instrument, music
📥	inbox_tray	email, documents
📤	outbox_tray	inbox, email
📜	scroll	documents, ancient, history, paper
📃	page_with_curl	documents, office, paper
📑	bookmark_tabs	favorite, save, order, tidy
📊	bar_chart	graph, presentation, stats
📈	chart_with_upwards_trend	graph, presentation, stats, recovery, business, economics, money, sales, good, success
📉	chart_with_downwards_trend	graph, presentation, stats, recession, business, economics, money, sales, bad, failure
📄	page_facing_up	documents, office, paper, information
📅	date	calendar, schedule
📆	calendar	schedule, date, planning
🗓	spiral_calendar	date, schedule, planning
📇	card_index	business, stationery
🗃	card_file_box	business, stationery
🗳	ballot_box	election, vote
🗄	file_cabinet	filing, organizing
📋	clipboard	stationery, documents
🗒	spiral_notepad	memo, stationery
📁	file_folder	documents, business, office
📂	open_file_folder	documents, load
🗂	card_index_dividers	organizing, business, stationery
🗞	newspaper_roll	press, headline
📰	newspaper	press, headline
📓	notebook	stationery, record, notes, paper, study
📕	closed_book	read, library, knowledge, textbook, learn
📗	green_book	read, library, knowledge, study
📘	blue_book	read, library, knowledge, learn, study
📙	orange_book	read, library, knowledge, textbook, study
📔	notebook_with_decorative_cover	classroom, notes, record, paper, study
📒	ledger	notes, paper
📚	books	literature, library, study
📖	open_book	book, read, library, knowledge, literature, learn, study
🔗	link	rings, url
📎	paperclip	documents, stationery
🖇	paperclips	documents, stationery
✂️	scissors	stationery, cut
📐	triangular_ruler	stationery, math, architect, sketch
📏	straight_ruler	stationery, calculate, length, math, school, drawing, architect, sketch
📌	pushpin	stationery, mark, here
📍	round_pushpin	stationery, location, map, here
🚩	triangular_flag_on_post	mark, milestone, place
🏳	white_flag	losing, loser, lost, surrender, give up, fail
🔐	closed_lock_with_key	security, privacy
🔒	lock	security, password, padlock
🔓	unlock	privacy, security
🔏	lock_with_ink_pen	security, secret
🖊	pen	stationery, writing, write
🖋	fountain_pen	stationery, writing, write
✒️	black_nib	pen, stationery, writing, write
📝	memo	write, documents, stationery, pencil, paper, writing, legal, exam, quiz, test, study, compose
✏️	pencil2	stationery, write, paper, writing, school, study
🖍	crayon	drawing, creativity
🖌	paintbrush	drawing, creativity, art
🔍	mag	search, zoom, find, detective
🔎	mag_right	search, zoom, find, detective
❤️	heart	love, like, valentines
💛	yellow_heart	love, like, affection, valentines
💚	green_heart	love, like, affection, valentines
💙	blue_heart	love, like, affection, valentines
💜	purple_heart	love, like, affection, valentines
💔	broken_heart	sad, sorry, break, heart, heartbreak
❣	heavy_heart_exclamation	decoration, love
💕	two_hearts	love, like, affection, valentines, heart
💞	revolving_hearts	love, like, affection, valentines
💓	heartbeat	love, like, affection, valentines, pink, heart
💗	heartpulse	like, love, affection, valentines, pink
💖	sparkling_heart	love, like, affection, valentines
💘	cupid	love, like, heart, affection, valentines
💝	gift_heart	love, valentines
💟	heart_decoration	purple-square, love, like
☮	peace_symbol	hippie
✝	latin_cross	christianity
☪	star_and_crescent	islam
🕉	om	hinduism, buddhism, sikhism, jainism
☸	wheel_of_dharma	hinduism, buddhism, sikhism, jainism
✡	star_of_david	judaism
🔯	six_pointed_star	purple-square, religion, jewish, hexagram
🕎	menorah	hanukkah, candles, jewish
☯	yin_yang	balance
☦	orthodox_cross	suppedaneum, religion
🛐	place_of_worship	religion, church, temple, prayer
⛎	ophiuchus	sign, purple-square, constellation, astrology
♈	aries	sign, purple-square, zodiac, astrology
♉	taurus	purple-square, sign, zodiac, astrology
♊	gemini	sign, zodiac, purple-square, astrology
♋	cancer	sign, zodiac, purple-square, astrology
♌	leo	sign, purple-square, zodiac, astrology
♍	virgo	sign, zodiac, purple-square, astrology
♎	libra	sign, purple-square, zodiac, astrology
♏	scorpius	sign, zodiac, purple-square, astrology, scorpio
♐	sagittarius	sign, zodiac, purple-square, astrology
♑	capricorn	sign, zodiac, purple-square, astrology
♒	aquarius	sign, purple-square, zodiac, astrology
♓	pisces	purple-square, sign, zodiac, astrology
🆔	id	purple-square, words
⚛	atom_symbol	science, physics, chemistry
🈳	u7a7a	kanji, japanese, chinese, empty, sky, blue-square
🈹	u5272	cut, divide, chinese, kanji, pink-square
☢	radioactive	nuclear, danger
☣	biohazard	danger
📴	mobile_phone_off	mute, orange-square, silence, quiet
📳	vibration_mode	orange-square, phone
🈶	u6709	orange-square, chinese, have, kanji
🈚	u7121	nothing, chinese, kanji, japanese, orange-square
🈸	u7533	chinese, japanese, kanji, orange-square
🈺	u55b6	japanese, opening hours, orange-square
🈷️	u6708	chinese, month, moon, japanese, orange-square, kanji
✴️	eight_pointed_black_star	orange-square, shape, polygon
🆚	vs	words, orange-square
🉑	accept	ok, good, chinese, kanji, agree, yes, orange-circle
💮	white_flower	japanese, spring
🉐	ideograph_advantage	chinese, kanji, obtain, get, circle
㊙️	secret	privacy, chinese, sshh, kanji, red-circle
㊗️	congratulations	chinese, kanji, japanese, red-circle
🈴	u5408	japanese, chinese, join, kanji, red-square
🈵	u6e80	full, chinese, japanese, red-square, kanji
🈲	u7981	kanji, japanese, chinese, forbidden, limit, restricted, red-square
🅰️	a	red-square, alphabet, letter
🅱️	b	red-square, alphabet, letter
🆎	ab	red-square, alphabet
🆑	cl	alphabet, words, red-square
🅾️	o2	alphabet, red-square, letter
🆘	sos	help, red-square, words, emergency, 911
⛔	no_entry	limit, security, privacy, bad, denied, stop, circle
📛	name_badge	fire, forbid
🚫	no_entry_sign	forbid, stop, limit, denied, disallow, circle
❌	x	no, delete, remove, cancel, red
⭕	o	circle, round
🛑	stop_sign	stop
💢	anger	angry, mad
♨️	hotsprings	bath, warm, relax
🚷	no_pedestrians	rules, crossing, walking, circle
🚯	do_not_litter	trash, bin, garbage, circle
🚳	no_bicycles	cyclist, prohibited, circle
🚱	non-potable_water	drink, faucet, tap, circle
🔞	underage	18, drink, pub, night, minor, circle
📵	no_mobile_phones	iphone, mute, circle
❗	exclamation	heavy_exclamation_mark, danger, surprise, punctuation, wow, warning
❕	grey_exclamation	surprise, punctuation, gray, wow, warning
❓	question	doubt, confused
❔	grey_question	doubts, gray, huh, confused
‼️	bangbang	exclamation, surprise
⁉️	interrobang	wat, punctuation, surprise
💯	100	score, perfect, numbers, century, exam, quiz, test, pass, hundred
🔅	low_brightness	sun, afternoon, warm, summer
🔆	high_brightness	sun, light
🔱	trident	weapon, spear
⚜	fleur_de_lis	decorative, scout
〽️	part_alternation_mark	graph, presentation, stats, business, economics, bad
⚠️	warning	exclamation, wip, alert, error, problem, issue
🚸	children_crossing	school, warning, danger, sign, driving, yellow-diamond
🔰	beginner	badge, shield
♻️	recycle	arrow, environment, garbage, trash
🈯	u6307	chinese, point, green-square, kanji
💹	chart	green-square, graph, presentation, stats
❇️	sparkle	stars, green-square, awesome, good, fireworks
✳️	eight_spoked_asterisk	star, sparkle, green-square
❎	negative_squared_cross_mark	x, green-square, no, deny
✅	white_check_mark	green-square, ok, agree, vote, election, answer, tick
💠	diamond_shape_with_a_dot_inside	jewel, blue, gem, crystal, fancy
🌀	cyclone	weather, swirl, blue, cloud, vortex, spiral, whirlpool, spin, tornado, hurricane, typhoon
➿	loop	tape, cassette
🌐	globe_with_meridians	earth, international, world, internet, interweb, i18n
Ⓜ️	m	alphabet, blue-circle, letter
🏧	atm	money, sales, cash, blue-square, payment, bank
🈂️	sa	japanese, blue-square, katakana
🛂	passport_control	custom, blue-square
🛃	customs	passport, border, blue-square
🛄	baggage_claim	blue-square, airport, transport
🛅	left_luggage	blue-square, travel
♿	wheelchair	blue-square, disabled, a11y, accessibility
🚭	no_smoking	cigarette, blue-square, smell, smoke
🚾	wc	toilet, restroom, blue-square
🅿️	parking	cars, blue-square, alphabet, letter
🚰	potable_water	blue-square, liquid, restroom, cleaning, faucet
🚹	mens	toilet, restroom, wc, blue-square, gender, male
🚺	womens	purple-square, woman, female, toilet, loo, restroom, gender
🚼	baby_symbol	orange-square, child
🚻	restroom	blue-square, toilet, refresh, wc, gender
🚮	put_litter_in_its_place	blue-square, sign, human, info
🎦	cinema	blue-square, record, film, movie, curtain, stage, theater
📶	signal_strength	blue-square, reception, phone, internet, connection, wifi, bluetooth, bars
🈁	koko	blue-square, here, katakana, japanese, destination
🆖	ng	blue-square, words, shape, icon
🆗	ok	good, agree, yes, blue-square
🆙	up	blue-square, above, high
🆒	cool	words, blue-square
🆕	new	blue-square, words, start
🆓	free	blue-square, words
0️⃣	zero	0, numbers, blue-square, null
1️⃣	one	blue-square, numbers, 1
2️⃣	two	numbers, 2, prime, blue-square
3️⃣	three	3, numbers, prime, blue-square
4️⃣	four	4, numbers, blue-square
5️⃣	five	5, numbers, blue-square, prime
6️⃣	six	6, numbers, blue-square
7️⃣	seven	7, numbers, blue-square, prime
8️⃣	eight	8, blue-square, numbers
9️⃣	nine	blue-square, numbers, 9
🔟	keycap_ten	numbers, 10, blue-square
*⃣	asterisk	star, keycap
🔢	1234	numbers, blue-square
⏏️	eject_button	blue-square
▶️	arrow_forward	blue-square, right, direction, play
⏸	pause_button	pause, blue-square
⏭	next_track_button	forward, next, blue-square
⏹	stop_button	blue-square
⏺	record_button	blue-square
⏯	play_or_pause_button	blue-square, play, pause
⏮	previous_track_button	backward
⏩	fast_forward	blue-square, play, speed, continue
⏪	rewind	play, blue-square
🔀	twisted_rightwards_arrows	blue-square, shuffle, music, random
🔁	repeat	loop, record
🔂	repeat_one	blue-square, loop
◀️	arrow_backward	blue-square, left, direction
🔼	arrow_up_small	blue-square, triangle, direction, point, forward, top
🔽	arrow_down_small	blue-square, direction, bottom
⏫	arrow_double_up	blue-square, direction, top
⏬	arrow_double_down	blue-square, direction, bottom
➡️	arrow_right	blue-square, next
⬅️	arrow_left	blue-square, previous, back
⬆️	arrow_up	blue-square, continue, top, direction
⬇️	arrow_down	blue-square, direction, bottom
↗️	arrow_upper_right	blue-square, point, direction, diagonal, northeast
↘️	arrow_lower_right	blue-square, direction, diagonal, southeast
↙️	arrow_lower_left	blue-square, direction, diagonal, southwest
↖️	arrow_upper_left	blue-square, point, direction, diagonal, northwest
↕️	arrow_up_down	blue-square, direction, way, vertical
↔️	left_right_arrow	shape, direction, horizontal, sideways
🔄	arrows_counterclockwise	blue-square, sync, cycle
↪️	arrow_right_hook	blue-square, return, rotate, direction
↩️	leftwards_arrow_with_hook	back, return, blue-square, undo, enter
⤴️	arrow_heading_up	blue-square, direction, top
⤵️	arrow_heading_down	blue-square, direction, bottom
#️⃣	hash	symbol, blue-square, twitter
ℹ️	information_source	blue-square, alphabet, letter
🔤	abc	blue-square, alphabet
🔡	abcd	blue-square, alphabet
🔠	capital_abcd	alphabet, words, blue-square
🔣	symbols	blue-square, music, note, ampersand, percent, glyphs, characters
🎵	musical_note	score, tone, sound
🎶	notes	music, score
〰️	wavy_dash	draw, line, moustache, mustache, squiggle, scribble
➰	curly_loop	scribble, draw, shape, squiggle
✔️	heavy_check_mark	ok, nike, answer, yes, tick
🔃	arrows_clockwise	sync, cycle, round, repeat
➕	heavy_plus_sign	math, calculation, addition, more, increase
➖	heavy_minus_sign	math, calculation, subtract, less
➗	heavy_division_sign	divide, math, calculation
✖️	heavy_multiplication_x	math, calculation
♾	infinity	forever
💲	heavy_dollar_sign	money, sales, payment, currency, buck
💱	currency_exchange	money, sales, dollar, travel
©️	copyright	ip, license, circle, law, legal
®️	registered	alphabet, circle
™️	tm	trademark, brand, law, legal
🔚	end	words, arrow
🔙	back	arrow, words, return
🔛	on	arrow, words
🔝	top	words, blue-square
🔜	soon	arrow, words
☑️	ballot_box_with_check	ok, agree, confirm, black-square, vote, election, yes, tick
🔘	radio_button	input, old, music, circle
⚪	white_circle	shape, round
⚫	black_circle	shape, button, round
🔴	red_circle	shape, error, danger
🔵	large_blue_circle	shape, icon, button
🔸	small_orange_diamond	shape, jewel, gem
🔹	small_blue_diamond	shape, jewel, gem
🔶	large_orange_diamond	shape, jewel, gem
🔷	large_blue_diamond	shape, jewel, gem
🔺	small_red_triangle	shape, direction, up, top
▪️	black_small_square	shape, icon
▫️	white_small_square	shape, icon
⬛	black_large_square	shape, icon, button
⬜	white_large_square	shape, icon, stone, button
🔻	small_red_triangle_down	shape, direction, bottom
◼️	black_medium_square	shape, button, icon
◻️	white_medium_square	shape, stone, icon
◾	black_medium_small_square	icon, shape, button
◽	white_medium_small_square	shape, stone, icon, button
🔲	black_square_button	shape, input, frame
🔳	white_square_button	shape, input
🔈	speaker	sound, volume, silence, broadcast
🔉	sound	volume, speaker, broadcast
🔊	loud_sound	volume, noise, noisy, speaker, broadcast
🔇	mute	sound, volume, silence, quiet
📣	mega	sound, speaker, volume
📢	loudspeaker	volume, sound
🔔	bell	sound, notification, christmas, xmas, chime
🔕	no_bell	sound, volume, mute, quiet, silent
🃏	black_joker	poker, cards, game, play, magic
🀄	mahjong	game, play, chinese, kanji
♠️	spades	poker, cards, suits, magic
♣️	clubs	poker, cards, magic, suits
♥️	hearts	poker, cards, magic, suits
♦️	diamonds	poker, cards, magic, suits
🎴	flower_playing_cards	game, sunset, red
💭	thought_balloon	bubble, cloud, speech, thinking, dream
🗯	right_anger_bubble	caption, speech, thinking, mad
💬	speech_balloon	bubble, words, message, talk, chatting
🗨	left_speech_bubble	words, message, talk, chatting
🕐	clock1	time, late, early, schedule
🕑	clock2	time, late, early, schedule
🕒	clock3	time, late, early, schedule
🕓	clock4	time, late, early, schedule
🕔	clock5	time, late, early, schedule
🕕	clock6	time, late, early, schedule, dawn, dusk
🕖	clock7	time, late, early, schedule
🕗	clock8	time, late, early, schedule
🕘	clock9	time, late, early, schedule
🕙	clock10	time, late, early, schedule
🕚	clock11	time, late, early, schedule
🕛	clock12	time, noon, midnight, midday, late, early, schedule
🕜	clock130	time, late, early, schedule
🕝	clock230	time, late, early, schedule
🕞	clock330	time, late, early, schedule
🕟	clock430	time, late, early, schedule
🕠	clock530	time, late, early, schedule
🕡	clock630	time, late, early, schedule
🕢	clock730	time, late, early, schedule
🕣	clock830	time, late, early, schedule
🕤	clock930	time, late, early, schedule
🕥	clock1030	time, late, early, schedule
🕦	clock1130	time, late, early, schedule
🕧	clock1230	time, late, early, schedule
